date_value,date_value,country,total_cases,total_deaths,new_cases,new_deaths,id_pandemic
2020-05-28,2020-05-28,Mexico,147096,9044,4469,447,1
2020-05-29,2020-05-29,Mexico,151575,9415,4479,371,1
2020-05-30,2020-05-30,Mexico,155994,9779,4419,364,1
2020-05-31,2020-05-31,Mexico,160412,9930,4418,151,1
2020-06-01,2020-06-01,Mexico,164756,10167,4344,237,1
2020-06-02,2020-06-02,Mexico,169245,10637,4489,470,1
2020-06-03,2020-06-03,Mexico,173847,11729,4602,1092,1
2020-06-04,2020-06-04,Mexico,178637,12545,4790,816,1
2020-06-05,2020-06-05,Mexico,183549,13170,4912,625,1
2020-06-06,2020-06-06,Mexico,188407,13511,4858,341,1
2020-06-07,2020-06-07,Mexico,193199,13699,4792,188,1
2020-06-08,2020-06-08,Mexico,197848,14053,4649,354,1
2020-06-09,2020-06-09,Mexico,202606,14649,4758,596,1
2020-06-10,2020-06-10,Mexico,207588,15357,4982,708,1
2020-06-11,2020-06-11,Mexico,212720,15944,5132,587,1
2020-06-12,2020-06-12,Mexico,218060,16448,5340,504,1
2020-06-13,2020-06-13,Mexico,223205,16872,5145,424,1
2020-06-14,2020-06-14,Mexico,228317,17141,5112,269,1
2020-06-15,2020-06-15,Mexico,233266,17580,4949,439,1
2020-06-16,2020-06-16,Mexico,238312,18310,5046,730,1
2020-06-17,2020-06-17,Mexico,243502,19080,5190,770,1
2020-06-18,2020-06-18,Mexico,248970,19747,5468,667,1
2020-06-19,2020-06-19,Mexico,254503,20394,5533,647,1
2020-06-20,2020-06-20,Mexico,260013,20781,5510,387,1
2020-06-21,2020-06-21,Mexico,265640,21825,5627,1044,1
2020-06-22,2020-06-22,Mexico,271184,22584,5544,759,1
2020-06-23,2020-06-23,Mexico,277061,23377,5877,793,1
2020-06-24,2020-06-24,Mexico,282981,24324,5920,947,1
2020-06-25,2020-06-25,Mexico,289092,25060,6111,736,1
2020-06-26,2020-06-26,Mexico,295183,25779,6091,719,1
2020-06-27,2020-06-27,Mexico,301026,26381,5843,602,1
2020-06-28,2020-06-28,Mexico,306602,26648,5576,267,1
2020-06-29,2020-06-29,Mexico,311924,27121,5322,473,1
2020-06-30,2020-06-30,Mexico,317390,27769,5466,648,1
2020-07-01,2020-07-01,Mexico,323028,28510,5638,741,1
2020-07-02,2020-07-02,Mexico,329068,29189,6040,679,1
2020-07-03,2020-07-03,Mexico,335417,29843,6349,654,1
2020-07-04,2020-07-04,Mexico,342046,30366,6629,523,1
2020-07-05,2020-07-05,Mexico,348342,30639,6296,273,1
2020-07-06,2020-07-06,Mexico,354421,31119,6079,480,1
2020-07-07,2020-07-07,Mexico,360653,32014,6232,895,1
2020-07-08,2020-07-08,Mexico,367195,32796,6542,782,1
2020-07-09,2020-07-09,Mexico,374050,33526,6855,730,1
2020-07-10,2020-07-10,Mexico,381036,34191,6986,665,1
2020-07-11,2020-07-11,Mexico,387908,34730,6872,539,1
2020-07-12,2020-07-12,Mexico,394314,35006,6406,276,1
2020-07-13,2020-07-13,Mexico,400399,35491,6085,485,1
2020-07-14,2020-07-14,Mexico,406815,36327,6416,836,1
2020-07-15,2020-07-15,Mexico,413249,36906,6434,579,1
2020-07-16,2020-07-16,Mexico,419761,37574,6512,668,1
2020-07-17,2020-07-17,Mexico,426560,38310,6799,736,1
2020-07-18,2020-07-18,Mexico,433676,38888,7116,578,1
2020-07-19,2020-07-19,Mexico,440437,39184,6761,296,1
2020-07-20,2020-07-20,Mexico,446887,39485,6450,301,1
2020-07-21,2020-07-21,Mexico,453516,40400,6629,915,1
2020-07-22,2020-07-22,Mexico,460065,41190,6549,790,1
2020-07-23,2020-07-23,Mexico,467209,41908,7144,718,1
2020-07-24,2020-07-24,Mexico,474565,42645,7356,737,1
2020-07-25,2020-07-25,Mexico,481856,42645,7291,0,1
2020-07-26,2020-07-26,Mexico,488771,43680,6915,1035,1
2020-07-27,2020-07-27,Mexico,495275,44022,6504,342,1
2020-03-06,2020-03-06,Peru,4,0,3,0,1
2020-03-07,2020-03-07,Peru,16,0,12,0,1
2020-03-08,2020-03-08,Peru,36,0,20,0,1
2020-03-09,2020-03-09,Peru,57,0,21,0,1
2020-03-10,2020-03-10,Peru,81,0,24,0,1
2020-03-11,2020-03-11,Peru,114,0,33,0,1
2020-03-12,2020-03-12,Peru,146,0,32,0,1
2020-03-13,2020-03-13,Peru,185,0,39,0,1
2020-03-14,2020-03-14,Peru,226,0,41,0,1
2020-03-15,2020-03-15,Peru,264,0,38,0,1
2020-03-16,2020-03-16,Peru,333,0,69,0,1
2020-03-17,2020-03-17,Peru,415,0,82,0,1
2020-03-18,2020-03-18,Peru,503,0,88,0,1
2020-03-19,2020-03-19,Peru,649,0,146,0,1
2020-03-20,2020-03-20,Peru,797,3,148,3,1
2020-03-21,2020-03-21,Peru,983,5,186,2,1
2020-03-22,2020-03-22,Peru,1164,5,181,0,1
2020-03-23,2020-03-23,Peru,1328,5,164,0,1
2020-03-24,2020-03-24,Peru,1469,7,141,2,1
2020-03-25,2020-03-25,Peru,1629,9,160,2,1
2020-03-26,2020-03-26,Peru,1834,9,205,0,1
2020-03-27,2020-03-27,Peru,2034,11,200,2,1
2020-03-28,2020-03-28,Peru,2213,16,179,5,1
2020-03-29,2020-03-29,Peru,2499,18,286,2,1
2020-03-30,2020-03-30,Peru,2797,24,298,6,1
2020-03-31,2020-03-31,Peru,3118,30,321,6,1
2020-04-01,2020-04-01,Peru,3573,38,455,8,1
2020-04-02,2020-04-02,Peru,3991,55,418,17,1
2020-04-03,2020-04-03,Peru,4455,61,464,6,1
2020-04-04,2020-04-04,Peru,4928,73,473,12,1
2020-04-05,2020-04-05,Peru,5697,83,769,10,1
2020-04-06,2020-04-06,Peru,6506,92,809,9,1
2020-04-07,2020-04-07,Peru,7428,107,922,15,1
2020-04-08,2020-04-08,Peru,8982,121,1554,14,1
2020-04-09,2020-04-09,Peru,10800,138,1818,17,1
2020-04-10,2020-04-10,Peru,12654,169,1854,31,1
2020-04-11,2020-04-11,Peru,14706,181,2052,12,1
2020-04-12,2020-04-12,Peru,16741,193,2035,12,1
2020-04-13,2020-04-13,Peru,19379,216,2638,23,1
2020-04-14,2020-04-14,Peru,21749,230,2370,14,1
2020-04-15,2020-04-15,Peru,24270,254,2521,24,1
2020-04-16,2020-04-16,Peru,26824,274,2554,20,1
2020-04-17,2020-04-17,Peru,29386,300,2562,26,1
2020-04-18,2020-04-18,Peru,31911,348,2525,48,1
2020-04-19,2020-04-19,Peru,34535,400,2624,52,1
2020-04-20,2020-04-20,Peru,36961,445,2426,45,1
2020-04-21,2020-04-21,Peru,39618,484,2657,39,1
2020-04-22,2020-04-22,Peru,42412,530,2794,46,1
2020-04-23,2020-04-23,Peru,45396,572,2984,42,1
2020-04-24,2020-04-24,Peru,48099,634,2703,62,1
2020-04-25,2020-04-25,Peru,51439,700,3340,66,1
2020-04-26,2020-04-26,Peru,54973,728,3534,28,1
2020-04-27,2020-04-27,Peru,58316,782,3343,54,1
2020-04-28,2020-04-28,Peru,61905,854,3589,72,1
2020-04-29,2020-04-29,Peru,65727,943,3822,89,1
2020-04-30,2020-04-30,Peru,69779,1051,4052,108,1
2020-05-01,2020-05-01,Peru,74078,1124,4299,73,1
2020-05-02,2020-05-02,Peru,78275,1200,4197,76,1
2020-05-03,2020-05-03,Peru,82651,1286,4376,86,1
2020-05-04,2020-05-04,Peru,86693,1344,4042,58,1
2020-05-05,2020-05-05,Peru,91009,1444,4316,100,1
2020-05-06,2020-05-06,Peru,95497,1533,4488,89,1
2020-05-07,2020-05-07,Peru,100125,1627,4628,94,1
2020-05-08,2020-05-08,Peru,104783,1714,4658,87,1
2020-05-09,2020-05-09,Peru,109429,1814,4646,100,1
2020-05-10,2020-05-10,Peru,113885,1889,4456,75,1
2020-05-11,2020-05-11,Peru,117965,1961,4080,72,1
2020-05-12,2020-05-12,Peru,122161,2057,4196,96,1
2020-05-13,2020-05-13,Peru,126631,2169,4470,112,1
2020-05-14,2020-05-14,Peru,131321,2267,4690,98,1
2020-05-15,2020-05-15,Peru,136099,2392,4778,125,1
2020-05-16,2020-05-16,Peru,140968,2523,4869,131,1
2020-05-17,2020-05-17,Peru,145845,2648,4877,125,1
2020-05-18,2020-05-18,Peru,150524,2789,4679,141,1
2020-05-19,2020-05-19,Peru,155402,2914,4878,125,1
2020-05-20,2020-05-20,Peru,160427,3024,5025,110,1
2020-05-21,2020-05-21,Peru,165606,3148,5179,124,1
2020-05-22,2020-05-22,Peru,170554,3244,4948,96,1
2020-05-23,2020-05-23,Peru,175525,3373,4971,129,1
2020-05-24,2020-05-24,Peru,180540,3456,5015,83,1
2020-05-25,2020-05-25,Peru,185550,3629,5010,173,1
2020-05-26,2020-05-26,Peru,190929,3788,5379,159,1
2020-05-27,2020-05-27,Peru,196683,3983,5754,195,1
2020-05-28,2020-05-28,Peru,202652,4099,5969,116,1
2020-05-29,2020-05-29,Peru,208937,4230,6285,131,1
2020-05-30,2020-05-30,Peru,215692,4371,6755,141,1
2020-05-31,2020-05-31,Peru,223199,4506,7507,135,1
2020-06-01,2020-06-01,Peru,230408,4634,7209,128,1
2020-06-02,2020-06-02,Peru,238044,4767,7636,133,1
2020-06-03,2020-06-03,Peru,244085,4894,6041,127,1
2020-06-04,2020-06-04,Peru,249848,5031,5763,137,1
2020-06-05,2020-06-05,Peru,255380,5162,5532,131,1
2020-06-06,2020-06-06,Peru,260765,5301,5385,139,1
2020-06-07,2020-06-07,Peru,266120,5465,5355,164,1
2020-06-08,2020-06-08,Peru,271156,5571,5036,106,1
2020-06-09,2020-06-09,Peru,276106,5738,4950,167,1
2020-06-10,2020-06-10,Peru,281209,5903,5103,165,1
2020-06-11,2020-06-11,Peru,286639,6088,5430,185,1
2020-06-12,2020-06-12,Peru,292463,6088,5824,0,1
2020-06-13,2020-06-13,Peru,298451,6308,5988,220,1
2020-06-14,2020-06-14,Peru,305387,6688,6936,380,1
2020-06-15,2020-06-15,Peru,311666,6860,6279,172,1
2020-06-16,2020-06-16,Peru,317597,7056,5931,196,1
2020-06-17,2020-06-17,Peru,323179,7257,5582,201,1
2020-06-18,2020-06-18,Peru,328442,7461,5263,204,1
2020-06-19,2020-06-19,Peru,333471,7660,5029,199,1
2020-06-20,2020-06-20,Peru,338301,7861,4830,201,1
2020-06-21,2020-06-21,Peru,343017,8045,4716,184,1
2020-06-22,2020-06-22,Peru,347446,8223,4429,178,1
2020-06-23,2020-06-23,Peru,351822,8404,4376,181,1
2020-06-24,2020-06-24,Peru,356259,8586,4437,182,1
2020-06-25,2020-06-25,Peru,360756,8761,4497,175,1
2020-06-26,2020-06-26,Peru,365277,8939,4521,178,1
2020-06-27,2020-06-27,Peru,369797,9135,4520,196,1
2020-06-28,2020-06-28,Peru,374284,9317,4487,182,1
2020-06-29,2020-06-29,Peru,378663,9504,4379,187,1
2020-06-30,2020-06-30,Peru,382943,9677,4280,173,1
2020-07-01,2020-07-01,Peru,387228,9860,4285,183,1
2020-07-02,2020-07-02,Peru,391568,10045,4340,185,1
2020-07-03,2020-07-03,Peru,395967,10226,4399,181,1
2020-07-04,2020-07-04,Peru,400394,10412,4427,186,1
2020-07-05,2020-07-05,Peru,404873,10589,4479,177,1
2020-07-06,2020-07-06,Peru,409276,10772,4403,183,1
2020-07-07,2020-07-07,Peru,413729,10952,4453,180,1
2020-07-08,2020-07-08,Peru,418232,11133,4503,181,1
2020-07-09,2020-07-09,Peru,422758,11314,4526,181,1
2020-07-10,2020-07-10,Peru,427241,11500,4483,186,1
2020-07-11,2020-07-11,Peru,431667,11682,4426,182,1
2020-07-12,2020-07-12,Peru,436150,11870,4483,188,1
2020-07-13,2020-07-13,Peru,440711,12054,4561,184,1
2020-07-14,2020-07-14,Peru,445323,12229,4612,175,1
2020-07-15,2020-07-15,Peru,450000,12417,4677,188,1
2020-07-16,2020-07-16,Peru,454718,12615,4718,198,1
2020-07-17,2020-07-17,Peru,459488,12799,4770,184,1
2020-07-18,2020-07-18,Peru,464299,12998,4811,199,1
2020-07-19,2020-07-19,Peru,469165,13187,4866,189,1
2020-07-20,2020-07-20,Peru,474072,13384,4907,197,1
2020-07-21,2020-07-21,Peru,479070,13579,4998,195,1
2020-07-22,2020-07-22,Peru,484148,13767,5078,188,1
2020-07-23,2020-07-23,Peru,489301,17654,5153,3887,1
2020-07-24,2020-07-24,Peru,494577,17843,5276,189,1
2020-07-25,2020-07-25,Peru,501161,17843,6584,0,1
2020-07-26,2020-07-26,Peru,508692,17843,7531,0,1
2020-07-27,2020-07-27,Peru,518268,18418,9576,575,1
2020-02-23,2020-02-23,Chile,8,0,6,0,1
2020-02-24,2020-02-24,Chile,26,0,18,0,1
2020-02-25,2020-02-25,Chile,56,0,30,0,1
2020-02-26,2020-02-26,Chile,92,0,36,0,1
2020-02-27,2020-02-27,Chile,133,0,41,0,1
2020-02-28,2020-02-28,Chile,178,0,45,0,1
2020-02-29,2020-02-29,Chile,224,0,46,0,1
2020-03-01,2020-03-01,Chile,269,0,45,0,1
2020-03-02,2020-03-02,Chile,317,0,48,0,1
2020-03-03,2020-03-03,Chile,357,0,40,0,1
2020-03-04,2020-03-04,Chile,400,0,43,0,1
2020-03-05,2020-03-05,Chile,437,0,37,0,1
2020-03-06,2020-03-06,Chile,480,0,43,0,1
2020-03-07,2020-03-07,Chile,528,0,48,0,1
2020-03-08,2020-03-08,Chile,571,0,43,0,1
2020-03-09,2020-03-09,Chile,620,0,49,0,1
2020-03-10,2020-03-10,Chile,662,0,42,0,1
2020-03-11,2020-03-11,Chile,702,0,40,0,1
2020-03-12,2020-03-12,Chile,757,0,55,0,1
2020-03-13,2020-03-13,Chile,816,0,59,0,1
2020-03-14,2020-03-14,Chile,889,0,73,0,1
2020-03-15,2020-03-15,Chile,955,0,66,0,1
2020-03-16,2020-03-16,Chile,1075,0,120,0,1
2020-03-17,2020-03-17,Chile,1206,0,131,0,1
2020-03-18,2020-03-18,Chile,1337,0,131,0,1
2020-03-19,2020-03-19,Chile,1504,0,167,0,1
2020-03-20,2020-03-20,Chile,1795,0,291,0,1
2020-03-21,2020-03-21,Chile,2128,0,333,0,1
2020-03-22,2020-03-22,Chile,2461,1,333,1,1
2020-03-23,2020-03-23,Chile,2809,2,348,1,1
2020-03-24,2020-03-24,Chile,3218,2,409,0,1
2020-03-25,2020-03-25,Chile,3708,3,490,1,1
2020-03-26,2020-03-26,Chile,4213,4,505,1,1
2020-03-27,2020-03-27,Chile,4838,5,625,1,1
2020-03-28,2020-03-28,Chile,5587,6,749,1,1
2020-03-29,2020-03-29,Chile,6338,7,751,1,1
2020-03-30,2020-03-30,Chile,7149,8,811,1,1
2020-03-31,2020-03-31,Chile,7987,12,838,4,1
2020-04-01,2020-04-01,Chile,8846,16,859,4,1
2020-04-02,2020-04-02,Chile,9777,18,931,2,1
2020-04-03,2020-04-03,Chile,10732,22,955,4,1
2020-04-04,2020-04-04,Chile,11826,27,1094,5,1
2020-04-05,2020-04-05,Chile,12883,34,1057,7,1
2020-04-06,2020-04-06,Chile,13933,37,1050,3,1
2020-04-07,2020-04-07,Chile,14943,43,1010,6,1
2020-04-08,2020-04-08,Chile,16013,48,1070,5,1
2020-04-09,2020-04-09,Chile,17124,57,1111,9,1
2020-04-10,2020-04-10,Chile,18333,65,1209,8,1
2020-04-11,2020-04-11,Chile,19703,73,1370,8,1
2020-04-12,2020-04-12,Chile,20936,80,1233,7,1
2020-04-13,2020-04-13,Chile,22079,82,1143,2,1
2020-04-14,2020-04-14,Chile,23209,92,1130,10,1
2020-04-15,2020-04-15,Chile,24302,94,1093,2,1
2020-04-16,2020-04-16,Chile,25487,105,1185,11,1
2020-04-17,2020-04-17,Chile,26682,116,1195,11,1
2020-04-18,2020-04-18,Chile,28154,126,1472,10,1
2020-04-19,2020-04-19,Chile,29507,133,1353,7,1
2020-04-20,2020-04-20,Chile,30808,139,1301,6,1
2020-04-21,2020-04-21,Chile,32000,147,1192,8,1
2020-04-22,2020-04-22,Chile,33205,160,1205,13,1
2020-04-23,2020-04-23,Chile,34453,168,1248,8,1
2020-04-24,2020-04-24,Chile,35720,174,1267,6,1
2020-04-25,2020-04-25,Chile,37427,181,1707,7,1
2020-04-26,2020-04-26,Chile,39031,189,1604,8,1
2020-04-27,2020-04-27,Chile,40559,198,1528,9,1
2020-04-28,2020-04-28,Chile,42071,207,1512,9,1
2020-04-29,2020-04-29,Chile,43548,216,1477,9,1
2020-04-30,2020-04-30,Chile,45320,227,1772,11,1
2020-05-01,2020-05-01,Chile,47252,234,1932,7,1
2020-05-02,2020-05-02,Chile,49739,247,2487,13,1
2020-05-03,2020-05-03,Chile,52317,260,2578,13,1
2020-05-04,2020-05-04,Chile,54852,270,2535,10,1
2020-05-05,2020-05-05,Chile,57504,275,2652,5,1
2020-05-06,2020-05-06,Chile,60107,281,2603,6,1
2020-05-07,2020-05-07,Chile,62850,285,2743,4,1
2020-05-08,2020-05-08,Chile,65650,294,2800,9,1
2020-05-09,2020-05-09,Chile,68934,304,3284,10,1
2020-05-10,2020-05-10,Chile,72218,312,3284,8,1
2020-05-11,2020-05-11,Chile,75344,323,3126,11,1
2020-05-12,2020-05-12,Chile,78493,335,3149,12,1
2020-05-13,2020-05-13,Chile,81872,346,3379,11,1
2020-05-14,2020-05-14,Chile,85422,368,3550,22,1
2020-05-15,2020-05-15,Chile,89068,394,3646,26,1
2020-05-16,2020-05-16,Chile,93407,421,4339,27,1
2020-05-17,2020-05-17,Chile,97619,450,4212,29,1
2020-05-18,2020-05-18,Chile,101706,478,4087,28,1
2020-05-19,2020-05-19,Chile,105918,509,4212,31,1
2020-05-20,2020-05-20,Chile,110322,544,4404,35,1
2020-05-21,2020-05-21,Chile,114851,589,4529,45,1
2020-05-22,2020-05-22,Chile,119534,630,4683,41,1
2020-05-23,2020-05-23,Chile,125852,673,6318,43,1
2020-05-24,2020-05-24,Chile,131779,718,5927,45,1
2020-05-25,2020-05-25,Chile,137644,761,5865,43,1
2020-05-26,2020-05-26,Chile,143240,806,5596,45,1
2020-05-27,2020-05-27,Chile,148693,841,5453,35,1
2020-05-28,2020-05-28,Chile,154100,890,5407,49,1
2020-05-29,2020-05-29,Chile,159260,944,5160,54,1
2020-05-30,2020-05-30,Chile,166869,997,7609,53,1
2020-05-31,2020-05-31,Chile,173959,1054,7090,57,1
2020-06-01,2020-06-01,Chile,180786,1113,6827,59,1
2020-06-02,2020-06-02,Chile,186961,1188,6175,75,1
2020-06-03,2020-06-03,Chile,192926,1275,5965,87,1
2020-06-04,2020-06-04,Chile,198658,1356,5732,81,1
2020-06-05,2020-06-05,Chile,204105,1448,5447,92,1
2020-06-06,2020-06-06,Chile,212112,1541,8007,93,1
2020-06-07,2020-06-07,Chile,219855,1637,7743,96,1
2020-06-08,2020-06-08,Chile,226940,2264,7085,627,1
2020-06-09,2020-06-09,Chile,233335,2283,6395,19,1
2020-06-10,2020-06-10,Chile,239607,2475,6272,192,1
2020-06-11,2020-06-11,Chile,245766,2648,6159,173,1
2020-06-12,2020-06-12,Chile,252139,2870,6373,222,1
2020-06-13,2020-06-13,Chile,259085,3101,6946,231,1
2020-06-14,2020-06-14,Chile,266112,3323,7027,222,1
2020-06-15,2020-06-15,Chile,272720,3362,6608,39,1
2020-06-16,2020-06-16,Chile,278967,3383,6247,21,1
2020-06-17,2020-06-17,Chile,284299,3615,5332,232,1
2020-06-18,2020-06-18,Chile,289437,3841,5138,226,1
2020-06-19,2020-06-19,Chile,294887,4093,5450,252,1
2020-06-20,2020-06-20,Chile,300340,4295,5453,202,1
2020-06-21,2020-06-21,Chile,305864,4479,5524,184,1
2020-06-22,2020-06-22,Chile,311203,4502,5339,23,1
2020-06-23,2020-06-23,Chile,316231,4505,5028,3,1
2020-06-24,2020-06-24,Chile,320993,4731,4762,226,1
2020-06-25,2020-06-25,Chile,325768,4903,4775,172,1
2020-06-26,2020-06-26,Chile,330482,5068,4714,165,1
2020-06-27,2020-06-27,Chile,335179,5347,4697,279,1
2020-06-28,2020-06-28,Chile,339828,5509,4649,162,1
2020-06-29,2020-06-29,Chile,344404,5575,4576,66,1
2020-06-30,2020-06-30,Chile,348807,5688,4403,113,1
2020-07-01,2020-07-01,Chile,352946,5753,4139,65,1
2020-07-02,2020-07-02,Chile,356860,5920,3914,167,1
2020-07-03,2020-07-03,Chile,360801,6051,3941,131,1
2020-07-04,2020-07-04,Chile,364812,6192,4011,141,1
2020-07-05,2020-07-05,Chile,368869,6308,4057,116,1
2020-07-06,2020-07-06,Chile,372845,6384,3976,76,1
2020-07-07,2020-07-07,Chile,376661,6434,3816,50,1
2020-07-08,2020-07-08,Chile,380278,6573,3617,139,1
2020-07-09,2020-07-09,Chile,383950,6682,3672,109,1
2020-07-10,2020-07-10,Chile,387658,6781,3708,99,1
2020-07-11,2020-07-11,Chile,391344,6881,3686,100,1
2020-07-12,2020-07-12,Chile,395064,6979,3720,98,1
2020-07-13,2020-07-13,Chile,398743,7024,3679,45,1
2020-07-14,2020-07-14,Chile,402232,7069,3489,45,1
2020-07-15,2020-07-15,Chile,405546,7186,3314,117,1
2020-07-16,2020-07-16,Chile,408902,7290,3356,104,1
2020-07-17,2020-07-17,Chile,412341,8347,3439,1057,1
2020-07-18,2020-07-18,Chile,415786,8445,3445,98,1
2020-07-19,2020-07-19,Chile,419174,8503,3388,58,1
2020-07-20,2020-07-20,Chile,422524,8633,3350,130,1
2020-07-21,2020-07-21,Chile,425739,8677,3215,44,1
2020-07-22,2020-07-22,Chile,428872,8722,3133,45,1
2020-07-23,2020-07-23,Chile,432088,8838,3216,116,1
2020-07-24,2020-07-24,Chile,435409,8914,3321,76,1
2020-07-25,2020-07-25,Chile,438764,9020,3355,106,1
2020-07-26,2020-07-26,Chile,442128,9112,3364,92,1
2020-07-27,2020-07-27,Chile,445488,9187,3360,75,1
2020-01-31,2020-01-31,United Kingdom,8,0,6,0,1
2020-02-01,2020-02-01,United Kingdom,16,0,8,0,1
2020-02-02,2020-02-02,United Kingdom,25,0,9,0,1
2020-02-03,2020-02-03,United Kingdom,39,0,14,0,1
2020-02-04,2020-02-04,United Kingdom,53,0,14,0,1
2020-02-05,2020-02-05,United Kingdom,65,0,12,0,1
2020-02-06,2020-02-06,United Kingdom,77,0,12,0,1
2020-02-07,2020-02-07,United Kingdom,88,0,11,0,1
2020-02-08,2020-02-08,United Kingdom,100,0,12,0,1
2020-02-09,2020-02-09,United Kingdom,111,0,11,0,1
2020-02-10,2020-02-10,United Kingdom,121,0,10,0,1
2020-02-11,2020-02-11,United Kingdom,130,0,9,0,1
2020-02-12,2020-02-12,United Kingdom,137,0,7,0,1
2020-02-13,2020-02-13,United Kingdom,143,0,6,0,1
2020-02-14,2020-02-14,United Kingdom,149,0,6,0,1
2020-02-15,2020-02-15,United Kingdom,155,0,6,0,1
2020-02-16,2020-02-16,United Kingdom,161,0,6,0,1
2020-02-17,2020-02-17,United Kingdom,166,0,5,0,1
2020-02-18,2020-02-18,United Kingdom,172,0,6,0,1
2020-02-19,2020-02-19,United Kingdom,177,0,5,0,1
2020-02-20,2020-02-20,United Kingdom,182,0,5,0,1
2020-02-21,2020-02-21,United Kingdom,187,0,5,0,1
2020-02-22,2020-02-22,United Kingdom,194,0,7,0,1
2020-02-23,2020-02-23,United Kingdom,204,0,10,0,1
2020-02-24,2020-02-24,United Kingdom,213,0,9,0,1
2020-02-25,2020-02-25,United Kingdom,223,0,10,0,1
2020-02-26,2020-02-26,United Kingdom,233,0,10,0,1
2020-02-27,2020-02-27,United Kingdom,247,0,14,0,1
2020-02-28,2020-02-28,United Kingdom,268,0,21,0,1
2020-02-29,2020-02-29,United Kingdom,288,0,20,0,1
2020-03-01,2020-03-01,United Kingdom,332,0,44,0,1
2020-03-02,2020-03-02,United Kingdom,401,0,69,0,1
2020-03-03,2020-03-03,United Kingdom,501,0,100,0,1
2020-03-04,2020-03-04,United Kingdom,627,0,126,0,1
2020-03-05,2020-03-05,United Kingdom,766,0,139,0,1
2020-03-06,2020-03-06,United Kingdom,939,1,173,1,1
2020-03-07,2020-03-07,United Kingdom,1118,2,179,1,1
2020-03-08,2020-03-08,United Kingdom,1299,2,181,0,1
2020-03-09,2020-03-09,United Kingdom,1558,3,259,1,1
2020-03-10,2020-03-10,United Kingdom,1963,7,405,4,1
2020-03-11,2020-03-11,United Kingdom,2582,7,619,0,1
2020-03-12,2020-03-12,United Kingdom,3411,9,829,2,1
2020-03-13,2020-03-13,United Kingdom,4393,10,982,1,1
2020-03-14,2020-03-14,United Kingdom,5416,28,1023,18,1
2020-03-15,2020-03-15,United Kingdom,6516,43,1100,15,1
2020-03-16,2020-03-16,United Kingdom,7767,66,1251,23,1
2020-03-17,2020-03-17,United Kingdom,9203,82,1436,16,1
2020-03-18,2020-03-18,United Kingdom,10868,116,1665,34,1
2020-03-19,2020-03-19,United Kingdom,12723,159,1855,43,1
2020-03-20,2020-03-20,United Kingdom,14774,195,2051,36,1
2020-03-21,2020-03-21,United Kingdom,16956,251,2182,56,1
2020-03-22,2020-03-22,United Kingdom,19276,286,2320,35,1
2020-03-23,2020-03-23,United Kingdom,21880,360,2604,74,1
2020-03-24,2020-03-24,United Kingdom,24700,509,2820,149,1
2020-03-25,2020-03-25,United Kingdom,27741,696,3041,187,1
2020-03-26,2020-03-26,United Kingdom,31025,880,3284,184,1
2020-03-27,2020-03-27,United Kingdom,34513,1164,3488,284,1
2020-03-28,2020-03-28,United Kingdom,38060,1458,3547,294,1
2020-03-29,2020-03-29,United Kingdom,41651,1673,3591,215,1
2020-03-30,2020-03-30,United Kingdom,45605,2047,3954,374,1
2020-03-31,2020-03-31,United Kingdom,49883,2430,4278,383,1
2020-04-01,2020-04-01,United Kingdom,54521,3101,4638,671,1
2020-04-02,2020-04-02,United Kingdom,59410,3753,4889,652,1
2020-04-03,2020-04-03,United Kingdom,64493,4468,5083,715,1
2020-04-04,2020-04-04,United Kingdom,69466,5229,4973,761,1
2020-04-05,2020-04-05,United Kingdom,74236,5875,4770,646,1
2020-04-06,2020-04-06,United Kingdom,79281,6446,5045,571,1
2020-04-07,2020-04-07,United Kingdom,84577,7484,5296,1038,1
2020-04-08,2020-04-08,United Kingdom,89964,8520,5387,1036,1
2020-04-09,2020-04-09,United Kingdom,95337,9631,5373,1111,1
2020-04-10,2020-04-10,United Kingdom,100543,10784,5206,1153,1
2020-04-11,2020-04-11,United Kingdom,105419,11625,4876,841,1
2020-04-12,2020-04-12,United Kingdom,110017,12311,4598,686,1
2020-04-13,2020-04-13,United Kingdom,114561,13056,4544,745,1
2020-04-14,2020-04-14,United Kingdom,119100,14107,4539,1051,1
2020-04-15,2020-04-15,United Kingdom,123840,14953,4740,846,1
2020-04-16,2020-04-16,United Kingdom,128802,15986,4962,1033,1
2020-04-17,2020-04-17,United Kingdom,133833,16923,5031,937,1
2020-04-18,2020-04-18,United Kingdom,138842,18041,5009,1118,1
2020-04-19,2020-04-19,United Kingdom,143601,18540,4759,499,1
2020-04-20,2020-04-20,United Kingdom,148430,19105,4829,565,1
2020-04-21,2020-04-21,United Kingdom,153286,20278,4856,1173,1
2020-04-22,2020-04-22,United Kingdom,158367,21125,5081,847,1
2020-04-23,2020-04-23,United Kingdom,163524,21854,5157,729,1
2020-04-24,2020-04-24,United Kingdom,168684,22868,5160,1014,1
2020-04-25,2020-04-25,United Kingdom,173520,23712,4836,844,1
2020-04-26,2020-04-26,United Kingdom,178035,24132,4515,420,1
2020-04-27,2020-04-27,United Kingdom,182617,24473,4582,341,1
2020-04-28,2020-04-28,United Kingdom,187259,25386,4642,913,1
2020-04-29,2020-04-29,United Kingdom,192151,26183,4892,797,1
2020-04-30,2020-04-30,United Kingdom,197099,26859,4948,676,1
